Name,Unique key,Context,Value,Value (English - en),Value (Thai - th),Status,Tags,Copy guidelines,Updated at,Last Edited By,Frontitude link
Krungthai Business / 03 Title / Rate Confirmation Summary: / 999 Title_web,Krungthai Business / 03 Title / Rate Confirmation Summary: / 999 Title_web,,Rate Confirmation Summary 999,Rate Confirmation Summary:,สรุปการยืนยันอัตราแลกเปลี่ยน:,Draft,"OR Multiple Approve, KB_MVP5_D2, Krungthai Business_Mobile",Test bug fixed,,,
